OPT School Codes,ATS Code,School Name,Address,Phone,District,Borough,Type of School,Building Code
8901,,ST JOSEPH SCH FOR THE DEAF,1000 HUTCHINSON RIVER PARKWAY Bronx NY 10465,(718) 828-9000,8,Bronx,Nonsectarian,
15708,,ST JOSEPH THE WORKER ACADEMY,241 PROSPECT PARK WEST Brooklyn NY 11215,(718) 768-7629,15,Brooklyn,Parochial,
30778,,ST JOSEPH'S SCHOOL,28-46 44TH STREET Queens NY 11103,(718) 728-0724,30,Queens,Parochial,
75671,,ST JUDE,40 WILSON DRIVE TARRYTOWN NY 10591,(914) 332-1171,00*,TARRYTOWN,Parochial,
75836,,ST JUDE HABILITATION INSTITUTE,40 WILSON PK DR TARRYTOWN NY 10591,(914) 332-1171,00*,TARRYTOWN,Nonsectarian,
25714,,ST KEVIN SCHOOL,45-50 195TH STREET Queens NY 11358,(718) 357-8110,25,Queens,Parochial,
75719,,ST LADISLAUS SCHOOL,18 Richardson Pl HEMPSTEAD NY 11550,(718) 481-7247,00*,HEMPSTEAD,Parochial,
24715,,ST LEO SCHOOL,104-19 49TH AVENUE Queens NY 11368,(718) 592-7050,24,Queens,Parochial,
11729,,ST LUCY ELEM SCH,830 MACE AVENUE Bronx NY 10467,(718) 882-2203,11,Bronx,Parochial,
25716,,ST LUKE SCHOOL,16-01 150TH PLACE Queens NY 11357,(718) 746-3833,25,Queens,Parochial,
2780,,ST LUKES SCHOOL,487 HUDSON STREET New York NY 10014,(212) 924-5960,2,Manhattan,Christian,
9726,,ST MARGARET MARY SCH,121 EAST 177TH STREET Bronx NY 10453,(718) 731-5905,9,Bronx,Parochial,
10704,,ST MARGARET OF CORTONA SCHOOL,452 WEST 260TH STREET Bronx NY 10471,(718) 549-8580,10,Bronx,Parochial,
22715,,ST MARK CATHOLIC ACADEMY,2602 EAST 19TH STREET Brooklyn NY 11235,(718) 332-9304,22,Brooklyn,Parochial,
17709,,ST MARK'S DAY SCHOOL,1346 PRESIDENT STREET Brooklyn NY 11213,(718) 756-6602,17,Brooklyn,Christian,
5755,,ST MARKS EVANGELIST SCH,55 WEST 138TH STREET New York NY 10037,(212) 283-4848,5,Manhattan,Parochial,
75902,,ST MARK'S LUTHERAN SCH,KIMBALL AV & ST MARKS PL. YONKERS NY 10704,(914) 237-4944,00*,YONKERS,Christian,
75601,,ST MARY'S HIGH SCHOOL,51 CLAPHAM AVENUE MANHASSET NY 11030,(516) 627-2711,00*,MANHASSET,Parochial,
24742,,ST MATTHIAS SCHOOL,58-25 CATALPA AVENUE Queens NY 11385,(718) 381-8003,24,Queens,Parochial,
28733,,ST NICHOLAS OF TOLENTINE,80-22 PARSONS BLVD Queens NY 11432,(718) 380-1900,28,Queens,Parochial,
20702,,ST PATRICK CATHOLIC ACADEMY,401 97TH STREET Brooklyn NY 11209,(718) 833-0124,20,Brooklyn,Parochial,
31747,,ST PATRICK SCHOOL,3560 RICHMOND ROAD STATEN ISLAND NY 10306,(718) 979-8815,31,Staten Island,Parochial,
4736,,ST PAUL SCHOOL,114 EAST 118TH STREET New York NY 10035,(212) 534-0619,4,Manhattan,Parochial,
31748,,ST PETER BOYS HS,200 CLINTON AVENUE STATEN ISLAND NY 10301,(718) 447-1676,31,Staten Island,Parochial,
75418,,ST PETER'S PREP SCHOOL,144 GRAND ST JERSEY CITY NJ 07302,(201) 547-6400,00*,JERSEY CITY,Parochial,
10732,,ST PHILIP NERI SCHOOL,3031 GRAND CONCOURSE Bronx NY 10468,(718) 365-8806,10,Bronx,Parochial,
11751,,ST RAYMOND ACADEMY FOR GIRLS,1725 CASTLE HILL AVENUE Bronx NY 10462,(718) 824-4220,11,Bronx,Parochial,
11732,,ST RAYMOND ELEMENTARY SCHOOL,2380 EAST TREMONT AVENUE Bronx NY 10462,(718) 597-3232,11,Bronx,Parochial,
11737,,ST RAYMOND H.S. FOR BOYS,2151 ST RAYMOND'S AVENUE Bronx NY 10462,(718) 824-5050,11,Bronx,Parochial,
6759,,ST ROSE OF LIMA,517 WEST 164TH STREET New York NY 10032,(212) 927-1619,6,Manhattan,Parochial,
27734,,ST ROSE OF LIMA SCHOOL,154 BEACH 84TH STREET Queens NY 11693,(718) 474-7079,27,Queens,Parochial,
15729,,ST SAVIOUR HS,588 6TH STREET Brooklyn NY 11215,(718) 768-4406,15,Brooklyn,Parochial,
15726,,ST SAVIOUR SCHOOL,701 8TH AVENUE Brooklyn NY 11215,(718) 768-8000,15,Brooklyn,Parochial,
30787,,ST SEBASTIAN SCHOOL,39-76 58TH STREET Queens NY 11377,(718) 429-1982,30,Queens,Parochial,
10735,,ST SIMON STOCK SCH,2195 VALENTINE AVENUE Bronx NY 10457,(718) 367-0453,10,Bronx,Parochial,
6708,,ST SPYRIDON PAROCHIAL SCH,120 WADSWORTH AVENUE New York NY 10033,(212) 795-6870,6,Manhattan,Nonsectarian,
14719,,ST STANISLAUS KOSTKA CATH.ACAD,10 NEWEL STREET Brooklyn NY 11222,(718) 383-1970,14,Brooklyn,Parochial,
24745,,ST STANISLAUS KOSTKA SCHOOL,61-17 GRAND AVENUE MASPETH NY 11378,(718) 326-1585,24,Queens,Parochial,
2725,,ST STEPHEN OF HUNGARY SCHOOL,408 EAST 82ND STREET New York NY 10028,(212) 288-1989,2,Manhattan,Parochial,
8716,,ST THERESA SCHOOL,2872 ST THERESA AVENUE Bronx NY 10461,(718) 792-3688,8,Bronx,Parochial,
27737,,ST THOMAS APOSTLE SCH,87-49 87TH STREET Queens NY 11421,(718) 847-3904,27,Queens,Parochial,
2783,,ST VINCENT FERRER HS,151 EAST 65TH STREET NEW YORK NY 10021,(212) 535-4680,2,Manhattan,Parochial,
75947,,ST. MARY'S ELEM. SCH.,1340 NORTHERN BLVD MANHASSET NY 11030,(516) 627-3795,00*,MANHASSET,Parochial,
25718,,St. Michael's Catholic Academy,136-58 41ST AVENUE Queens NY 11355,(718) 961-0246,25,Queens,Parochial,
21733,,St. Peter Catholic Academy,8401 23RD AVENUE Brooklyn NY 11214,(718) 372-0025,21,Brooklyn,Parochial,
75893,,ST. RAYMOND SCHOOL,263 ATLANTIC AVENUE EAST ROCKAWAY NY 11518,(516) 593-9010,00*,EAST ROCKAWAY,Parochial,
31708,,St. Teresa - St. Rita STREAM,1632 VICTORY BLVD STATEN ISLAND NY 10314,(718) 448-9650,31,Staten Island,Parochial,
18706,,ST.CATHERINE-ST.THERESE ACAD.,4410 AVENUE D Brooklyn NY 11203,(718) 629-9330,18,Brooklyn,Parochial,
75830,,ST.DOMINIC ACADEMY,2572 KENNEDY BLVD JERSEY CITY NJ 07304,(201) 434-5938,00*,JERSEY CITY,Parochial,
75569,,ST.MARY ELEMENTARY SCHOOL,1340 NORTHERN BLVD MANHASSET NY 11030,(516) 627-0184,00*,MANHASSET,Parochial,
75865,,ST.VINCENTS PARTIAL HOSP. PROG,275 NORTH STREET HARRISON NY 10528,(914) 925-5476,00*,HARRISON,Nonsectarian,
5727,84M726,STAR ELEMENTARY HARLEM,625 WEST 133RD STREET New York NY 10027,(212) 991-2600,5,Manhattan,Charter,M125
31093,,Staten Island 1 SEO In-Person,250 Kramer Avenue Staten Island NY 10309,(___) ___-____,31,Staten Island,Public,
31094,,Staten Island 2 SEO In-Person,1050 Targee Street Staten Island NY 10304,(___) ___-____,31,Staten Island,Public,
31095,,Staten Island 3 SEO IN-Person,841 Father Capodanno Boulevard Staten Island NY 10306,(___) ___-____,31,Staten Island,Public,
31802,,STATEN ISLAND ACADEMY,715 TODT HILL ROAD STATEN ISLAND NY 10304,(718) 987-8100,31,Staten Island,Nonsectarian,
31130,,Staten Island BCO,715 Ocean Terrace Bld A Staten Island NY 10301,(___) ___-____,31,Staten Island,Nonsectarian,
31081,,Staten Island Borough STH,131 Livington Street Brooklyn NY 11201,(718) 935-4971,31,Brooklyn,Public,
31097,,Staten Island Prep AHRC,23 Summit Street Staten Island NY 10307,(718) 259-4265,31,Staten Island,Nonsectarian,
31100,,Staten Island Preschool / SIPS,145 Ross Avenue Staten Island NY 10306,(718) 667-9235,31,Staten Island,Public,
31508,31R605,STATEN ISLAND TECHNICAL H.S.,485 CLAWSON STREET Richmond NY 10306,(718) 667-3222,31,Staten Island,Public,R440
13030,33K891,STEAM CTR @ BROOKLYN NAVY YARD,141 Flushing Avenue Brooklyn NY 11205,(718) 804-6855,13,Brooklyn,Public,K777
2998,,STEINHARDT SCH OF EDUC. NYU S,82 WASHINGTON SQUARE EAST 3RD FL New York NY 10003,(212) 998-5021,2,Manhattan,Public,
75655,,STELLA K ABRAHAM H.S.FOR GIRLS,291 MEADOWVIEW AVENUE HEWLETT NY 11557,(516) 374-6851,00*,HEWLETT,Nonsectarian,
75575,,STELLA K ABRAHAM HS,"291 MEADOWVIEW AVE, HEWLETT NY 11557",(516) 374-6851,00*,HEWLETT,Yeshiva,
23005,,Step By Step Early Childhood,1163 Lenox Road Broolyn NY 11212,(718) 922-6366,23,Brooklyn,Nonsectarian,
7987,,STEP- PROYECTO ACCESS ',500 GRAND CONCOURSE ROOM B-420 Bronx NY 10451,(718) 518-6774,7,Bronx,Other Rel,
16035,16K035,STEPHEN DECATUR MS 35,272 MCDONOUGH STREET Brooklyn NY 11233,(718) 574-2345,16,Brooklyn,Public,K035
3825,,STEPHEN GAYNOR SCHOOL,148 West 90th street New York NY 10024,(212) 787-7070,3,Manhattan,Nonsectarian,
29687,,STEPPING STONE OF S.E. QUEENS,114-28 FRANCIS LEWIS BLVD Queens NY 11411,(718) 465-2344,29,Queens,Nonsectarian,
5383,84M383,Storefront Academy,70 East 129 Street Manhattan NY 10035,(718) 664-5200,5,Manhattan,Charter,MABT
7006,84X497,Storefront Academy Charter Sch,609 Jackson Avenue Bronx NY 10455,(646) 758-7201,7,Bronx,Charter,XBBX
29743,,STS JOACHIM & ANNE SCH,218-19 105TH AVENUE Queens NY 11429,(718) 465-2230,29,Queens,Parochial,
2634,,Student Advisory Councils,52 CHAMBERS STREET ROOM 218 New York NY 10007,(212) 374-6095,2,Manhattan,Public,
2519,02M475,STUYVESANT HS,345 CHAMBERS STREET New York NY 10282,(212) 312-4800,2,Manhattan,Public,M477
8861,84X464,SUCCESS ACAD CHARTER SCH BX-4,885 BOLTON AVENUE Bronx NY 10473,(646) 558-0043,8,Bronx,Charter,X131
5001,84M386,SUCCESS ACAD HARLEM CTRL MS,461 WEST 131 STREET MANHATTAN NY 10027,(___) ___-____,5,Manhattan,Charter,M113
5384,84M482,SUCCESS ACAD HARLEM N.C. MS,175 WEST 134TH STREET New York NY 10030,(646) 790-2169,5,Manhattan,Charter,M123
2351,84M351,SUCCESS ACAD HS LIBERAL ARTS,111 EAST 33RD STREET New York NY 10016,(646) 558-0056,2,Manhattan,Charter,M149
5016,84X380,Success Acad HS Liberal Arts,509 West 129 Street Manhattan NY 10027,(646) 386-0386,5,Manhattan,Charter,X145
17756,84K756,SUCCESS ACAD PROSPECT HEIGHTS,760 PROSPECT PLACE Brooklyn NY 11216,(646) 790-2121,17,Brooklyn,Charter,K138
21772,84K772,SUCCESS ACAD SCH-BENSONHURST,99 AVENUE P Brooklyn NY 11204,(347) 514-7082,21,Brooklyn,Charter,K096
22781,84K781,SUCCESS ACAD SCH-BERGEN BEACH,1420 EAST 68TH STREET Brooklyn NY 11234,(347) 817-2017,22,Brooklyn,Charter,K078
5004,84M357,Success Academy - Harlem 6,461 West 131st Street New York NY 10027,(646) 569-5900,5,Manhattan,Charter,M389
14008,84K756,Success Academy - Myrtle,700 Park Avenue Brooklyn NY 11206,(929) 239-4134,14,Brooklyn,Charter,K138
14367,84K367,SUCCESS ACADEMY BED-STY 1,70 TOMPKINS AVENUE Brooklyn NY 11206,(718) 635-3294,14,Brooklyn,Charter,K033
14125,84K125,SUCCESS ACADEMY BED-STY 2,211 THROOP AVENUE Brooklyn NY 11206,(718) 704-1439,14,Brooklyn,Charter,K059
7682,84X493,SUCCESS ACADEMY BRONX 1,339 MORRIS AVENUE 2nd FLOOR Bronx NY 10451,(347) 286-7950,7,Bronx,Charter,X183
9682,84X494,SUCCESS ACADEMY BRONX 2,450 ST PAUL'S PLACE Bronx NY 10456,(347) 286-7965,9,Bronx,Charter,X055
9494,84X494,SUCCESS ACADEMY BRONX 2 MS,270 EAST 167TH STREET Bronx NY 10456,(646) 547-1660,9,Bronx,Charter,X055
8380,84X380,SUCCESS ACADEMY BRONX 3 MS,965 Longwood Avenue Bronx NY 10459,(646) 597-4641,8,Bronx,Charter,X145
32005,84K882,Success Academy Bushwick,139 Menahan Street Brooklyn NY 11221,(646) 790-3173,32,Brooklyn,Charter,K677
9380,84X380,SUCCESS ACADEMY BX 3,1000 TELLER AVENUE BRONX NY 10456,(___) ___-____,9,Bronx,Charter,X145
2054,84K129,Success Academy Cobble Hill,500 West 41st Street New York NY 10036,(929) 394-1347,2,Manhattan,Charter,K293
15129,84K129,SUCCESS ACADEMY COBBLE HILL,284 BALTIC STREET Brooklyn NY 11201,(718) 704-1459,15,Brooklyn,Charter,K293
17741,84K741,SUCCESS ACADEMY CROWN HEIGHTS,330 CROWN STREET Brooklyn NY 11225,(646) 790-2129,17,Brooklyn,Charter,K161
17020,84K741,Success Academy Ditmas Park,72 Veronica Place Brooklyn NY 11226,(___) ___-____,17,Brooklyn,Charter,K161
22782,84K781,Success Academy E Flatbush MS,3109 Newkirk Avenue Brooklyn NY 11226,(646) 597-4641,22,Brooklyn,Charter,K078
2053,84M358,Success Academy ES Hudson Yard,500 West 41st Street New York NY 10018,(929) 394-1347,2,Manhattan,Charter,MBMO
27006,84Q375,Success Academy Far Rockaway,10-45 Nameoke Street Queens NY 11691,(718) 704-1421,27,Queens,Charter,Q053
17010,84K886,Success Academy Flatbush,15 Snyder Avenue Brooklyn NY 11226,(646) 790-2150,17,Brooklyn,Charter,K884
13752,84K752,SUCCESS ACADEMY FORT GREENE,101 PARK AVENUE Brooklyn NY 11205,(646) 790-2137,13,Brooklyn,Charter,K265
3351,84M351,SUCCESS ACADEMY HARLEM 1,34 WEST 118 ST 2ND FLOOR New York NY 10026,(646) 277-7170,3,Manhattan,Charter,M149
5534,84M384,SUCCESS ACADEMY HARLEM 2,144 EAST 128TH STREET New York NY 10035,(646) 442-6600,5,Manhattan,Charter,M030
4385,84M385,SUCCESS ACADEMY HARLEM 3K,410 EAST 100TH STREET New York NY 10029,(646) 790-2177,4,Manhattan,Charter,M099
3384,84M386,SUCCESS ACADEMY HARLEM 4,240 WEST 113TH STREET New York NY 10026,(646) 442-6500,3,Manhattan,Charter,M113
5682,84M482,SUCCESS ACADEMY HARLEM 5,301 WEST 140TH STREET New York NY 10030,(646) 380-2580,5,Manhattan,Charter,M123
4535,84M385,SUCCESS ACADEMY HARLEM EAST MS,141 EAST 111 STREET New York NY 10029,(646) 747-6700,4,Manhattan,Charter,M099
3661,84M351,SUCCESS ACADEMY HARLEM WEST MS,215 WEST 114TH STREET New York NY 10026,(646) 569-5920,3,Manhattan,Charter,M149
2170,84M170,SUCCESS ACADEMY HELL'S KITCHEN,439 WEST 49TH STREET New York NY 10017,(646) 790-2153,2,Manhattan,Charter,M625
2049,84M385,Success Academy HS-Liberal Art,111 East 33rd Street New York NY 10016,(929) 394-1347,2,Manhattan,Charter,M099
16001,84K883,Success Academy Lafayette MS,787 Lafayette Avenue Brooklyn NY 11221,(646) 790-2125,16,Brooklyn,Charter,K025
2021,84M523,Success Academy Midtown West,"439 West 49th Street, 3rd Floor New York NY 10019",(646) 558-0050,2,Manhattan,Charter,M470
28042,84Q337,Success Academy Ozone Park Mid,109-55 128 Street Queens NY 11420,(347) 826-1300,28,Queens,Charter,Q374
29009,84Q337,Success Academy Queens MS 2,88-15 182 Street Queens NY 11423,(646) 597-4641,29,Queens,Charter,Q374
29337,84Q337,SUCCESS ACADEMY ROSEDALE,147-65 249TH STREET Queens NY 11422,(347) 514-7060,29,Queens,Charter,Q374
27005,84Q374,Success Academy South Jamaica,120-27 141st Street Queens NY 11436,(718) 704-1442,27,Queens,Charter,Q781
2055,84M174,Success Academy Union Square,500 West 41st Street New York NY 10036,(929) 394-1347,2,Manhattan,Charter,M460
2174,84M174,SUCCESS ACADEMY UNION SQUARE,40 IRVING PLACE New York NY 10003,(646) 790-2161,2,Manhattan,Charter,M460
3523,84M523,SUCCESS ACADEMY UPPER WEST,145 WEST 84TH STREET New York NY 10024,(646) 274-1580,3,Manhattan,Charter,M470
14182,84K182,SUCCESS ACADEMY WILLIAMSBURG,183 SOUTH 3RD STREET Brooklyn NY 11211,(718) 704-1419,14,Brooklyn,Charter,K050
5385,84M384,SUCCESS ACAD-NORTH WEST-MS,509 WEST 129TH STREET New York NY 10027,(646) 515-7018,5,Manhattan,Charter,M030
29339,84Q339,SUCCESS ACAD-SPRINGFIELD GARDS,132-55 RIDGEDALE STREET Queens NY 11413,(347) 602-4335,29,Queens,Charter,Q059
6265,84M265,SUCCESS ACAD-WASHINGTON HEIGHT,701 FORT WASHINGTON AVENUE New York NY 10040,(___) ___-____,6,Manhattan,Charter,M387
15681,84K730,SUMMIT ACAD.CHARTER SCHOOL,27 HUNTINGTON STREET Brooklyn NY 11231,(718) 875-1403,15,Brooklyn,Charter,K027
26806,,SUMMIT LOWER SCHOOL,183-02 UNION TURNPIKE Queens NY 11366,(718) 969-3944,26,Queens,Nonsectarian,
26808,,SUMMIT UPPER SCHOOL,187-30 GRAND CENTRAL PKWY Queens NY 11432,(718) 264-2931,26,Queens,Nonsectarian,
15516,15K516,SUNSET PARK AVENUES ELEM SCH,4222 4TH AVENUE Brooklyn NY 11232,(718) 369-8330,15,Brooklyn,Public,K333
15667,15K667,SUNSET PARK HIGH SCHOOL,153 35TH STREET Brooklyn NY 11232,(718) 840-1900,15,Brooklyn,Public,K564
15821,15K821,SUNSET PARK PREP. SCHOOL,4004 4TH AVENUE Brooklyn NY 11232,(718) 965-3331,15,Brooklyn,Public,K136
29001,,SUPERINTENDENTS OFFICE # 29,222-14 JAMAICA AVENUE ROOM 217 QUEENS VILLAGE NY 11428,(___) ___-____,29,Queens,Public,
31507,31R460,SUSAN E WAGNER HS,1200 MANOR ROAD Richmond NY 10314,(718) 698-4200,31,Staten Island,Public,R460
11018,,Susan Wagner Victory,3440 White Plains Road Bronx NY 10467,(718) 655-5500,11,Bronx,Public,
22999,,SYLVAN LEARNING CTR,2555 OCEAN AVENUE Brooklyn NY 11229,(718) 368-3613,22,Brooklyn,Nonsectarian,
4837,04M012,TAG SCHOOL FOR YOUNG SCHOLARS,240 EAST 109 STREET New York NY 10029,(212) 860-6003,4,Manhattan,Public,M117
2419,02M519,TALENT UNLIMITED HIGH SCHOOL,300 EAST 68TH STREET New York NY 10021,(212) 737-1530,2,Manhattan,Public,M480
20010,,Talmud Torah D'Chasidei Gur,1364 42 Street Brooklyn NY 11219,(718) 923-3113,20,Brooklyn,Yeshiva,
13625,,TALMUD TORAH D'NITRA,1007 BEDFORD AVENUE Brooklyn NY 11205,(718) 596-6765,13,Brooklyn,Yeshiva,
14003,,TALMUD TORAH D'NITRA,53 Walton Street Brooklyn NY 11206,(718) 596-6765,14,Brooklyn,Yeshiva,
16008,,Talmud Torah D'Nitra,265 Marcus Garvey Boulevard Brooklyn NY 11221,(718) 596-6765,16,Brooklyn,Yeshiva,
20876,,TALMUD TORAH MEVAKSHAI HESHEM,550 OCEAN PARKWAY Brooklyn NY 11218,(718) 435-8900,20,Brooklyn,Yeshiva,
14667,,TALMUD TORAH OF KASHO,324 PENN STREET Brooklyn NY 11211,(718) 486-9704,14,Brooklyn,Yeshiva,
15869,,TALMUD TORAH OHEL YOCHANAN,1340 37th Street Brooklyn NY 11218,(718) 431-2991,15,Brooklyn,Yeshiva,
20871,,TALMUD TORAH OHR MOSHE,1774 58TH STREET Brooklyn NY 11204,(718) 851-4700,20,Brooklyn,Yeshiva,
27852,,TALMUD TORAH SIACH YITZCHOK,1045 Beach 9th Street FAR ROCKAWAY NY 11691,(718) 327-6247,27,Queens,Yeshiva,
14612,,TALMUD TORAH TASHBAR,128 FRANKLIN AVENUE Brooklyn NY 11205,(___) ___-____,14,Brooklyn,Yeshiva,
20810,,TALMUD TORAH TIFERES BUNIM,5202 13TH AVENUE Brooklyn NY 11219,(718) 436-6868,20,Brooklyn,Yeshiva,
20008,,TALMUD TORAH TIFERES YECHIEL,3909 15 Avenue BROOKLYN NY 11218,(844) 473-0400,20,Brooklyn,Yeshiva,
75880,,TAPPAN ZEE HS ROCKLAND BOCES,15 DUTCH HILL ROAD ORANGEBURG NY 10962,(845) 680-1674,00*,ORANGEBURG,non nyc pub,
5518,05M517,Teachers College Community Sch,223 West 132 Street Manhattan NY 10027,(212) 843-1504,5,Manhattan,Public,M916
5517,05M517,TEACHERS COLLEGE ELEMENTARY,168 MORNINGSIDE AVENUE New York NY 10027,(212) 316-8080,5,Manhattan,Public,M916
23697,23K697,TEACHERS PREPARATORY SCHOOL,226 BRISTOL STREET Brooklyn NY 11212,(718) 498-2605,23,Brooklyn,Public,K175
10787,,TEACHING AND LEARNING-BRONX,1 FORDHAM PLAZA ROOM 749 Bronx NY 10458,(718) 741-3413,10,Bronx,Public,
30300,30Q300,The 30TH AVE SCH - G&T CW,28-37 29TH STREET Queens NY 11102,(718) 626-8502,30,Queens,Public,Q017
30004,30Q300,The 30TH AVE SCH ANX - G&T CW,31-51 21st Street L.I.C. NY 11106,(718) 626-8502,30,Queens,Public,Q017
3669,,THE ABRAHAM JOSHUA HESCHEL SCH,20 WEST END AVENUE New York NY 10023,(212) 784-1234,3,Manhattan,Yeshiva,
21682,20K682,THE ACAD OF TALENTED SCHOLARS,50 AVENUE P Brooklyn NY 11204,(718) 621-2730,21,Brooklyn,Public,K237
75613,,THE ACADEMY CHARTER SCHOOL,117 N.FRANKLIN STREET HEMPSTEAD NY 11550,(516) 408-2200,00*,HEMPSTEAD,Nonsectarian,
2870,,THE ALLEN STEVENSON SCHOOL,132 EAST 78TH STREET New York NY 10021,(212) 288-6710,2,Manhattan,Nonsectarian,
10344,10X344,THE AMPARK NEIGHBORHOOD SCHOOL,3961B HILLMAN AVENUE Bronx NY 10463,(718) 548-3451,10,Bronx,Public,X095
8376,08X376,THE ANTONIA PANTOJA PREP ACAD,1980 LAFAYETTE AVENUE Bronx NY 10473,(718) 824-3152,8,Bronx,Public,X450
2347,02M347,THE ASL & ENGLISH LOWER SCH,223 EAST 23RD STREET New York NY 10010,(917) 326-6609,2,Manhattan,Public,M047
2830,,THE BEEKMAN SCHOOL,220 EAST 50TH STREET New York NY 10022,(212) 755-6666,2,Manhattan,Nonsectarian,
15650,15K448,THE BKLYN FOR COLLAB.STUDIES,610 HENRY STREET Brooklyn NY 11231,(718) 923-4700,15,Brooklyn,Public,K142
13566,13K439,THE BKLYN INTERNATIONAL HS,49 FLATBUSH AVE EXTENSION Brooklyn NY 11201,(718) 643-9315,13,Brooklyn,Public,K805
15404,15K146,THE BKLYN NEW SCHOOL (PS 146),610 HENRY STREET Brooklyn NY 11231,(718) 923-4750,15,Brooklyn,Public,K142
2777,,THE BLUE SCHOOL,241 WATER STREET New York NY 10038,(212) 228-6341,2,Manhattan,Nonsectarian,
75413,,THE BRANDEIS SCHOOL,25 FROST LN LAWRENCE NY 11559,(718) 371-4747,00*,LAWRENCE,Yeshiva,
7551,07X551,THE BRONX ACADEMY OF LETTERS,339 MORRIS AVENUE Bronx NY 10451,(718) 401-4891,7,Bronx,Public,X183
12546,12X267,THE BRONX LATIN SCHOOL,800 HOME STREET Bronx NY 10456,(718) 991-6349,12,Bronx,Public,X158
8375,08X375,THE BRONX MATH PREP SCHOOL,456 WHITE PLAINS ROAD Bronx NY 10473,(718) 542-5063,8,Bronx,Public,X174
10331,10X331,THE BRONX SCH OF YOUNG LEADERS,40 WEST TREMONT AVENUE 4TH FLOOR Bronx NY 10453,(718) 583-4146,10,Bronx,Public,X306
75919,,THE BRONXVILLE SCHOOL,177 PONDFIELD ROAD BRONXVILLE NY 10708,(914) 395-0500,00*,BRONXVILLE,non nyc pub,
14588,84K701,THE BROOKLYN CHARTER SCHOOL,545 WILLOUGHBY AVE Brooklyn NY 11206,(718) 302-2085,14,Brooklyn,Charter,K023
21690,21K690,THE BROOKLYN STUDIO SCHOOL,8310 21ST AVENUE Brooklyn NY 11214,(718) 266-5032,21,Brooklyn,Public,K721
13664,,THE BROOKLYN WALDORF SCHOOL,11 JEFFERSON AVENUE Brooklyn NY 11238,(718) 783-3270,13,Brooklyn,Nonsectarian,
2880,,THE BROWNING SCHOOL,52 EAST 62ND STREET NEW YORK NY 10021,(212) 838-6280,2,Manhattan,Nonsectarian,
2393,02M393,THE BUSINESS OF SPORTS SCHOOL,439 WEST 49TH STREET New York NY 10019,(212) 246-2183,2,Manhattan,Public,M625
11561,11X290,THE BX ACAD OF HEALTH CAREERS,800 EAST GUN HILL ROAD Bronx NY 10467,(718) 696-3340,11,Bronx,Public,X425
11519,11X418,THE BX SCHOOL FOR VISUAL ARTS,2040 ANTIN PLACE Bronx NY 10462,(718) 319-5160,11,Bronx,Public,X839
2884,,THE CAEDMON SCHOOL,416 EAST 80TH STREET New York NY 10021,(212) 879-2296,2,Manhattan,Nonsectarian,
3423,,THE CALHOUN LOWER SCHOOL,160 WEST 74 STREET New York NY 10023,(212) 497-6550,3,Manhattan,Nonsectarian,
3023,,The Calhoun School 2,150 West 83 Street Manhattan NY 10024,(212) 497-6500,3,Manhattan,Nonsectarian,
75045,,The Cedar School,200 Pemberwick Road Greenwich CT 06831,(203) 808-5005,00*,Greenwich,Nonsectarian,
75809,,THE CHAD SCIENCE ACADEMY,370 SOUTH 7 STREET NEWARK NJ 07103,(201) 623-4806,00*,NEWARK,Other Rel,
21655,,THE CHEDER SCHOOL,129 ELMWOOD AVENUE Brooklyn NY 11230,(718) 252-6333,21,Brooklyn,Yeshiva,
13805,,THE CHILD STUDY CTR OF NY,167 CLERMONT AVENUE Brooklyn NY 11205,(718) 854-3710,13,Brooklyn,Nonsectarian,
15406,15K418,THE CHILDREN SCHOOL,512 CARROLL STREET Brooklyn NY 11215,(718) 624-5271,15,Brooklyn,Public,K834
24343,24Q343,THE CHILDREN'S LAB SCHOOL,45-45 42ND STREET Queens NY 11104,(718) 361-3300,24,Queens,Public,Q313
23401,23K401,THE CHRISTOPHER AVE COMM SCH,51 CHRISTOPHER AVENUE Brooklyn NY 11212,(718) 495-5761,23,Brooklyn,Public,K332
12478,12X478,THE CINEMA SCHOOL,1551 EAST 172ND STREET Bronx NY 10472,(718) 620-2560,12,Bronx,Public,X423
2260,02M260,THE CLINTON SCH WRITERS-ARTIST,10 EAST 15TH STREET MANHATTAN NY 10003,(212) 524-4360,2,Manhattan,Public,M868
6462,06M462,THE COLLEGE ACADEMY,549 AUDUBON AVENUE New York NY 10040,(212) 927-1841,6,Manhattan,Public,M465
2913,,THE COLLEGE BRIDGE,269 WEST 35TH STREET New York NY 10018,(212) 868-7238,2,Manhattan,Public,
75003,,"THE COMMUNITY SCHOOL, INC",11 W FOREST AVE TEANECK NJ 07666,(201) 837-8070,00*,TEANECK,Nonsectarian,
75140,,"THE COMMUNITY SCHOOL, INC.",1135 TEANECK ROAD TEANECK NJ 07666,(201) 862-1796,00*,TEANECK,Nonsectarian,
13019,,The Co-op School,644 Gates Avenue Brooklyn NY 11238,(718) 576-6470,13,Brooklyn,Nonsectarian,
2824,,THE DALTON SCHOOL,108 EAST 89 STREET New York NY 10128,(212) 423-5334,2,Manhattan,Nonsectarian,
2093,,The Dalton School East,200 East 87th St Manhattan NY 10128,(212) 423-5200,2,Manhattan,Nonsectarian,
2826,,THE DALTON SCHOOL-ANNEX,53-61 EAST 91 STREET New York NY 10128,(212) 423-5431,2,Manhattan,Nonsectarian,
